"OPENSECRETS.INDUSTRY","YEAR","STATE","FIRST","LAST","DISTRICT","CANDIDATE","PARTY","AMOUNT","INDUSTRYPERCENT","CANDTOTAL","INCUMBENT","VOTES","PERCENT","PRIMARY.INDUSTRY","SECONDARY.INDUSTRY1","SECONDARY.INDUSTRY2","SECONDARY.INDUSTRY3","WINNER","indrank","TotalRaceFunds","RaceFundPerc","X","Sector","AdjClose","Group","YrPercentChange","RelYear"
"Construction Services",2010,"OR","DELIA","LOPEZ","3","DELIA LOPEZ","R",500,0.0336315329253,14867,0,67714,0.2455,"Industrials","","","",0,5,885233,0.0167944484672397,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Business Services",2010,"OR","EARL","BLUMENAUER","3","EARL BLUMENAUER","D",94703,0.1089973482372,868856,1,193104,0.7002,"Consumer Discretionary","Industrials","","",1,4,885233,0.981499785932065,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Hospitals/Nursing Homes",2010,"OR","EARL","BLUMENAUER","3","EARL BLUMENAUER","D",54000,0.0621506901029,868856,1,193104,0.7002,"Health Care","","","",1,6,885233,0.981499785932065,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Pharmaceuticals/Health Products",2010,"OR","DELIA","LOPEZ","3","DELIA LOPEZ","R",1000,0.0672630658505,14867,0,67714,0.2455,"Health Care","","","",0,4,885233,0.0167944484672397,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Building Materials & Equipment",2010,"OR","EARL","BLUMENAUER","3","EARL BLUMENAUER","D",25000,0.0287734676402,868856,1,193104,0.7002,"Materials","Industrials","","",1,7,885233,0.981499785932065,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Accountants",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",35559,0.0645383184355,550975,0,129877,0.4358,"Financials","","","",0,4,1207886,0.456148179546745,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Business Services",2010,"OR","PETER","DEFAZIO","4","PETER DEFAZIO","D",34800,0.0529752127761,656911,1,162416,0.5449,"Consumer Discretionary","Industrials","","",1,4,1207886,0.543851820453255,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Automotive",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",47350,0.0859385634557,550975,0,129877,0.4358,"Consumer Discretionary","","","",0,2,1207886,0.456148179546745,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Misc Energy",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",23550,0.0427424111802,550975,0,129877,0.4358,"Energy","","","",0,6,1207886,0.456148179546745,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Electric Utilities",2010,"OR","PETER","DEFAZIO","4","PETER DEFAZIO","D",16000,0.0243564196672,656911,1,162416,0.5449,"Utilities","","","",1,5,1207886,0.543851820453255,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Crop Production & Basic Processing",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",7800,0.0141567221743,550975,0,129877,0.4358,"Consumer Staples","","","",0,8,1207886,0.456148179546745,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Construction Services",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",20550,0.0372975180363,550975,0,129877,0.4358,"Industrials","","","",0,7,1207886,0.456148179546745,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Building Materials & Equipment",2010,"OR","ART","ROBINSON","4","ART ROBINSON","R",41600,0.0755025182631,550975,0,129877,0.4358,"Materials","Industrials","","",0,3,1207886,0.456148179546745,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Trucking",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",14829,0.0207130056556,715927,0,130313,0.4596,"Industrials","","","",0,8,1748328,0.409492383580198,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Insurance",2010,"OR","KURT","SCHRADER","5","KURT SCHRADER","D",23650,0.0229077654903,1032401,1,145319,0.5125,"Financials","","","",1,7,1748328,0.590507616419802,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Agricultural Services/Products",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",22200,0.0310087480986,715927,0,130313,0.4596,"Consumer Staples","","","",0,6,1748328,0.409492383580198,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Forestry & Forest Products",2010,"OR","KURT","SCHRADER","5","KURT SCHRADER","D",27750,0.0268790905859,1032401,1,145319,0.5125,"Materials","","","",1,6,1748328,0.590507616419802,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Oil & Gas",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",17550,0.0245136724834,715927,0,130313,0.4596,"Energy","","","",0,7,1748328,0.409492383580198,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Computers/Internet",2010,"OR","KURT","SCHRADER","5","KURT SCHRADER","D",53600,0.0519178110056,1032401,1,145319,0.5125,"Consumer Discretionary","Information Technology","","",1,5,1748328,0.590507616419802,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Agricultural Services/Products",2010,"OR","KURT","SCHRADER","5","KURT SCHRADER","D",110286,0.1068247706076,1032401,1,145319,0.5125,"Consumer Staples","","","",1,3,1748328,0.590507616419802,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Forestry & Forest Products",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",33907,0.047360973954,715927,0,130313,0.4596,"Materials","","","",0,5,1748328,0.409492383580198,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Pharmaceuticals/Health Products",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",9950,0.0138980650262,715927,0,130313,0.4596,"Health Care","","","",0,9,1748328,0.409492383580198,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Hospitals/Nursing Homes",2010,"OR","KURT","SCHRADER","5","KURT SCHRADER","D",56101,0.0543403193139,1032401,1,145319,0.5125,"Health Care","","","",1,4,1748328,0.590507616419802,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Business Services",2010,"OR","SCOTT","BRUUN","5","SCOTT BRUUN","R",63100,0.0881374777038,715927,0,130313,0.4596,"Consumer Discretionary","Industrials","","",0,4,1748328,0.409492383580198,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Automotive",2010,"PA","ROBERT","BRADY","1","ROBERT A BRADY","D",60600,0.1110665134463,545619,1,149944,0.7325,"Consumer Discretionary","","","",1,3,545619,1,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Crop Production & Basic Processing",2010,"PA","ROBERT","BRADY","1","ROBERT A BRADY","D",24600,0.0450864064485,545619,1,149944,0.7325,"Consumer Staples","","","",1,4,545619,1,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Construction Services",2010,"PA","ROBERT","BRADY","1","ROBERT A BRADY","D",14800,0.0271251550991,545619,1,149944,0.7325,"Industrials","","","",1,5,545619,1,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Hospitals/Nursing Homes",2010,"PA","ROBERT","BRADY","1","ROBERT A BRADY","D",13650,0.0250174572366,545619,1,149944,0.7325,"Health Care","","","",1,6,545619,1,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Railroads",2010,"PA","TOM","MARINO","10","TOM MARINO","R",7500,0.0199438911861,376055,0,110599,0.5518,"Industrials","","","",1,8,1291692,0.291133644862707,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Mining",2010,"PA","TOM","MARINO","10","TOM MARINO","R",20650,0.0549121803992,376055,0,110599,0.5518,"Materials","","","",1,5,1291692,0.291133644862707,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Crop Production & Basic Processing",2010,"PA","TOM","MARINO","10","TOM MARINO","R",7600,0.0202098097353,376055,0,110599,0.5518,"Consumer Staples","","","",1,7,1291692,0.291133644862707,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Oil & Gas",2010,"PA","CHRIS","CARNEY","10","CHRIS CARNEY","D",14800,0.0161636106885,915637,1,89846,0.4482,"Energy","","","",0,7,1291692,0.708866355137293,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Accountants",2010,"PA","CHRIS","CARNEY","10","CHRIS CARNEY","D",16650,0.0181840620246,915637,1,89846,0.4482,"Financials","","","",0,5,1291692,0.708866355137293,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Telephone Utilities",2010,"PA","TOM","MARINO","10","TOM MARINO","R",8000,0.0212734839319,376055,0,110599,0.5518,"Telecommunication Services","","","",1,6,1291692,0.291133644862707,79,"Telecommunication Services",112.519055,"Values1112b",8.02307208638292,"2010"
"Electric Utilities",2010,"PA","CHRIS","CARNEY","10","CHRIS CARNEY","D",22500,0.02457305679,915637,1,89846,0.4482,"Utilities","","","",0,4,1291692,0.708866355137293,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Automotive",2010,"PA","CHRIS","CARNEY","10","CHRIS CARNEY","D",69900,0.0763402964275,915637,1,89846,0.4482,"Consumer Discretionary","","","",0,3,1291692,0.708866355137293,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Crop Production & Basic Processing",2010,"PA","CHRIS","CARNEY","10","CHRIS CARNEY","D",16500,0.018020241646,915637,1,89846,0.4482,"Consumer Staples","","","",0,6,1291692,0.708866355137293,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Insurance",2010,"PA","TOM","MARINO","10","TOM MARINO","R",38062,0.1012139181769,376055,0,110599,0.5518,"Financials","","","",1,4,1291692,0.291133644862707,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Telecom Services & Equipment",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",38250,0.0794496476174,481437,1,122073,0.6879,"Telecommunication Services","","","",1,4,504194,0.954864595770676,79,"Telecommunication Services",112.519055,"Values1112b",8.02307208638292,"2010"
"Beer, Wine & Liquor",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",11000,0.0228482646743,481437,1,122073,0.6879,"Consumer Staples","","","",1,9,504194,0.954864595770676,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Insurance",2010,"PA","MELISSA","HALUSZCZAK","14","MELISSA HALUSZCZAK","R",1250,0.05492815397454,22757,0,49997,0.2817,"Financials","","","",0,2,504194,0.0451354042293244,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Hospitals/Nursing Homes",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",20250,0.0420615781504,481437,1,122073,0.6879,"Health Care","","","",1,6,504194,0.954864595770676,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Oil & Gas",2010,"PA","MELISSA","HALUSZCZAK","14","MELISSA HALUSZCZAK","R",1250,0.0549281539746,22757,0,49997,0.2817,"Energy","","","",0,3,504194,0.0451354042293244,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Business Services",2010,"PA","MELISSA","HALUSZCZAK","14","MELISSA HALUSZCZAK","R",600,0.0263655139078,22757,0,49997,0.2817,"Consumer Discretionary","Industrials","","",0,5,504194,0.0451354042293244,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",11000,0.0228482646743,481437,1,122073,0.6879,"Energy","","","",1,10,504194,0.954864595770676,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Automotive",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",26500,0.0550435467154,481437,1,122073,0.6879,"Consumer Discretionary","","","",1,5,504194,0.954864595770676,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Steel Production",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",11800,0.0245099566506,481437,1,122073,0.6879,"Materials","","","",1,8,504194,0.954864595770676,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Construction Services",2010,"PA","MELISSA","HALUSZCZAK","14","MELISSA HALUSZCZAK","R",1060,0.0465790745705,22757,0,49997,0.2817,"Industrials","","","",0,4,504194,0.0451354042293244,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Misc Business",2010,"PA","MELISSA","HALUSZCZAK","14","MELISSA HALUSZCZAK","R",500,0.0219712615898,22757,0,49997,0.2817,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,6,504194,0.0451354042293244,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Construction Services",2010,"PA","MIKE","DOYLE","14","MIKE DOYLE","D",14800,0.0307413015618,481437,1,122073,0.6879,"Industrials","","","",1,7,504194,0.954864595770676,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Automotive",2010,"PA","JOE","PITTS","16","JOE PITTS","R",37400,0.0944406286615,396016,1,134113,0.6539,"Consumer Discretionary","","","",1,4,568915,0.696089925560057,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Misc Finance",2010,"PA","LOIS","HERR","16","LOIS K HERR","D",4950,0.0286294310551,172899,0,70994,0.3461,"Financials","","","",0,4,568915,0.303910074439943,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Electric Utilities",2010,"PA","JOE","PITTS","16","JOE PITTS","R",26999,0.0681765383217,396016,1,134113,0.6539,"Utilities","","","",1,7,568915,0.696089925560057,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Telephone Utilities",2010,"PA","JOE","PITTS","16","JOE PITTS","R",12000,0.0303018059876,396016,1,134113,0.6539,"Telecommunication Services","","","",1,9,568915,0.696089925560057,79,"Telecommunication Services",112.519055,"Values1112b",8.02307208638292,"2010"
"Food Processing & Sales",2010,"PA","LOIS","HERR","16","LOIS K HERR","D",2900,0.0167727979919,172899,0,70994,0.3461,"Consumer Staples","","","",0,5,568915,0.303910074439943,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Crop Production & Basic Processing",2010,"PA","JOE","PITTS","16","JOE PITTS","R",35150,0.0887590400388,396016,1,134113,0.6539,"Consumer Staples","","","",1,6,568915,0.696089925560057,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Misc Business",2010,"PA","LOIS","HERR","16","LOIS K HERR","D",2500,0.0144593086137,172899,0,70994,0.3461,"Materials","Consumer Discretionary","Consumer Staples","Industrials",0,6,568915,0.303910074439943,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Hospitals/Nursing Homes",2010,"PA","JOE","PITTS","16","JOE PITTS","R",44700,0.112874227304,396016,1,134113,0.6539,"Health Care","","","",1,2,568915,0.696089925560057,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Electronics Mfg & Services",2010,"PA","JOE","PITTS","16","JOE PITTS","R",10400,0.0262615651893,396016,1,134113,0.6539,"Information Technology","Consumer Discretionary","","",1,10,568915,0.696089925560057,77,"Information Technology",2387.483504,"Values1112b",7.30339532248292,"2010"
"Business Services",2010,"PA","LOIS","HERR","16","LOIS K HERR","D",7428,0.042961497753,172899,0,70994,0.3461,"Consumer Discretionary","Industrials","","",0,3,568915,0.303910074439943,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"PA","JOE","PITTS","16","JOE PITTS","R",23000,0.0580784614763,396016,1,134113,0.6539,"Energy","","","",1,8,568915,0.696089925560057,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Insurance",2010,"PA","JOE","PITTS","16","JOE PITTS","R",41000,0.1035311704577,396016,1,134113,0.6539,"Financials","","","",1,3,568915,0.696089925560057,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Poultry & Eggs",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",10550,0.0555152127469,190038,0,95000,0.445,"Consumer Staples","","","",0,6,921286,0.206274707311302,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Oil & Gas",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",5800,0.0305202117471,190038,0,95000,0.445,"Energy","","","",0,8,921286,0.206274707311302,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Hospitals/Nursing Homes",2010,"PA","TIM","HOLDEN","17","TIM HOLDEN","D",18250,0.0249573332166,731248,1,118486,0.555,"Health Care","","","",1,8,921286,0.793725292688698,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Construction Services",2010,"PA","TIM","HOLDEN","17","TIM HOLDEN","D",25200,0.0344616327156,731248,1,118486,0.555,"Industrials","","","",1,7,921286,0.793725292688698,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Building Materials & Equipment",2010,"PA","TIM","HOLDEN","17","TIM HOLDEN","D",49500,0.0676924928341,731248,1,118486,0.555,"Materials","Industrials","","",1,5,921286,0.793725292688698,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Building Materials & Equipment",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",13963,0.0734747787285,190038,0,95000,0.445,"Materials","Industrials","","",0,4,921286,0.206274707311302,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Insurance",2010,"PA","TIM","HOLDEN","17","TIM HOLDEN","D",65024,0.088921952607,731248,1,118486,0.555,"Financials","","","",1,4,921286,0.793725292688698,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Hospitals/Nursing Homes",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",12200,0.0641976867784,190038,0,95000,0.445,"Health Care","","","",0,5,921286,0.206274707311302,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Construction Services",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",7500,0.0394657910523,190038,0,95000,0.445,"Industrials","","","",0,7,921286,0.206274707311302,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Accountants",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",17600,0.0926130563361,190038,0,95000,0.445,"Financials","","","",0,3,921286,0.206274707311302,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Electric Utilities",2010,"PA","TIM","HOLDEN","17","TIM HOLDEN","D",35000,0.0478633787716,731248,1,118486,0.555,"Utilities","","","",1,6,921286,0.793725292688698,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Automotive",2010,"PA","DAVID","ARGALL","17","DAVID G ARGALL","R",4900,0.0257843168208,190038,0,95000,0.445,"Consumer Discretionary","","","",0,9,921286,0.206274707311302,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Construction Services",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",27800,0.027617037129,1006625,1,161888,0.6733,"Industrials","","","",1,9,1185922,0.848812147847835,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Misc Manufacturing & Distributing",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",46050,0.0457469266112,1006625,1,161888,0.6733,"Consumer Discretionary","Materials","Consumer Staples","Industrials",1,8,1185922,0.848812147847835,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Food Processing & Sales",2010,"PA","DANIEL","CONNOLLY","18","DANIEL C CONNOLLY","D",2600,0.0145010792149,179297,0,78558,0.3267,"Consumer Staples","","","",0,6,1185922,0.151187852152165,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Misc Finance",2010,"PA","DANIEL","CONNOLLY","18","DANIEL C CONNOLLY","D",5350,0.0298387591538,179297,0,78558,0.3267,"Financials","","","",0,4,1185922,0.151187852152165,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Insurance",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",63900,0.0634794486527,1006625,1,161888,0.6733,"Financials","","","",1,7,1185922,0.848812147847835,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Pharmaceuticals/Health Products",2010,"PA","DANIEL","CONNOLLY","18","DANIEL C CONNOLLY","D",3200,0.0178474821107,179297,0,78558,0.3267,"Health Care","","","",0,5,1185922,0.151187852152165,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Electric Utilities",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",83250,0.0827020985968,1006625,1,161888,0.6733,"Utilities","","","",1,6,1185922,0.848812147847835,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Hospitals/Nursing Homes",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",115200,0.1144418229231,1006625,1,161888,0.6733,"Health Care","","","",1,3,1185922,0.848812147847835,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Oil & Gas",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",84600,0.0840432137092,1006625,1,161888,0.6733,"Energy","","","",1,5,1185922,0.848812147847835,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Chemical & Related Manufacturing",2010,"PA","TIM","MURPHY","18","TIM MURPHY","R",107375,0.1066683223643,1006625,1,161888,0.6733,"Materials","","","",1,4,1185922,0.848812147847835,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Commercial Banks",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",8500,0.0804467158811,105660,1,165219,0.7191,"Financials","","","",1,5,111357,0.948840216600663,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Pharmaceuticals/Health Products",2010,"PA","RYAN","SANDERS","19","RYAN SANDERS","D",250,0.0463220307578,5397,0,53549,0.2331,"Health Care","","","",0,4,111357,0.0484657453056386,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Food Processing & Sales",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",1750,0.016562559152,105660,1,165219,0.7191,"Consumer Staples","","","",1,9,111357,0.948840216600663,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Misc Energy",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",9800,0.0927503312512,105660,1,165219,0.7191,"Energy","","","",1,4,111357,0.948840216600663,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Misc Business",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",5400,0.0511073253833,105660,1,165219,0.7191,"Materials","Consumer Discretionary","Consumer Staples","Industrials",1,6,111357,0.948840216600663,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Hospitals/Nursing Homes",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",5100,0.0482680295287,105660,1,165219,0.7191,"Health Care","","","",1,7,111357,0.948840216600663,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Construction Services",2010,"PA","TODD","PLATTS","19","TODD PLATTS","R",3950,0.0373840620859,105660,1,165219,0.7191,"Industrials","","","",1,8,111357,0.948840216600663,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Defense Aerospace",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",19000,0.0492368291482,385890,1,182800,0.893,"Industrials","","","",1,6,392990,0.981933382528818,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
"Electric Utilities",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",22000,0.0570110653295,385890,1,182800,0.893,"Utilities","","","",1,5,392990,0.981933382528818,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Telephone Utilities",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",10500,0.0272098266345,385890,1,182800,0.893,"Telecommunication Services","","","",1,8,392990,0.981933382528818,79,"Telecommunication Services",112.519055,"Values1112b",8.02307208638292,"2010"
"Securities & Investment",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",17450,0.0452201404545,385890,1,182800,0.893,"Financials","","","",1,7,392990,0.981933382528818,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Hospitals/Nursing Homes",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",23750,0.0615460364353,385890,1,182800,0.893,"Health Care","","","",1,4,392990,0.981933382528818,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Business Services",2010,"PA","CHAKA","FATTAH","2","CHAKA FATTAH","D",47450,0.1229625022675,385890,1,182800,0.893,"Consumer Discretionary","Industrials","","",1,3,392990,0.981933382528818,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Oil & Gas",2010,"PA","MIKE","KELLY","3","MIKE KELLY","R",20550,0.0451333905828,455317,0,111909,0.5572,"Energy","","","",1,6,1683074,0.270527023767226,73,"Energy",1889.559322,"Values1112b",-1.9424059825736,"2010"
"Agricultural Services/Products",2010,"PA","KATHY","DAHLKEMPER","3","KATHY DAHLKEMPER","D",69124,0.0563010432847,1227757,1,88924,0.4428,"Consumer Staples","","","",0,3,1683074,0.729472976232774,72,"Consumer Staples",1733.876594,"Values1112b",29.9364513821393,"2010"
"Chemical & Related Manufacturing",2010,"PA","MIKE","KELLY","3","MIKE KELLY","R",28250,0.0620446853511,455317,0,111909,0.5572,"Materials","","","",1,4,1683074,0.270527023767226,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Steel Production",2010,"PA","KATHY","DAHLKEMPER","3","KATHY DAHLKEMPER","D",27712,0.0225712417034,1227757,1,88924,0.4428,"Materials","","","",0,7,1683074,0.729472976232774,78,"Materials",1588.156648,"Values1112b",20.5756414870214,"2010"
"Hospitals/Nursing Homes",2010,"PA","MIKE","KELLY","3","MIKE KELLY","R",7900,0.0173505491778,455317,0,111909,0.5572,"Health Care","","","",1,8,1683074,0.270527023767226,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Business Services",2010,"PA","KATHY","DAHLKEMPER","3","KATHY DAHLKEMPER","D",58875,0.0479533002052,1227757,1,88924,0.4428,"Consumer Discretionary","Industrials","","",0,4,1683074,0.729472976232774,71,"Consumer Discretionary",4848.226777,"Values1112b",33.3343732176265,"2010"
"Insurance",2010,"PA","MIKE","KELLY","3","MIKE KELLY","R",54350,0.1193673857994,455317,0,111909,0.5572,"Financials","","","",1,3,1683074,0.270527023767226,74,"Financials",3888.64132,"Values1112b",15.4536686169667,"2010"
"Electric Utilities",2010,"PA","KATHY","DAHLKEMPER","3","KATHY DAHLKEMPER","D",30000,0.0244348026523,1227757,1,88924,0.4428,"Utilities","","","",0,6,1683074,0.729472976232774,80,"Utilities",1065.691899,"Values1112b",22.6734650284565,"2010"
"Hospitals/Nursing Homes",2010,"PA","KATHY","DAHLKEMPER","3","KATHY DAHLKEMPER","D",34710,0.0282710666687,1227757,1,88924,0.4428,"Health Care","","","",0,5,1683074,0.729472976232774,75,"Health Care",3406.316132,"Values1112b",40.0185967147347,"2010"
"Construction Services",2010,"PA","MIKE","KELLY","3","MIKE KELLY","R",19450,0.0427174913302,455317,0,111909,0.5572,"Industrials","","","",1,7,1683074,0.270527023767226,76,"Industrials",3400.624114,"Values1112b",16.2088880321963,"2010"
