OPENSECRETS.INDUSTRY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,AMOUNT,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,PRIMARY.INDUSTRY,SECONDARY.INDUSTRY1,SECONDARY.INDUSTRY2,SECONDARY.INDUSTRY3,WINNER,indrank,TotalRaceFunds,RaceFundPerc,X,Sector,AdjClose,Group,YrPercentChange,RelYear
Telephone Utilities,2008,VA,BOB,GOODLATTE,6,BOB GOODLATTE,R,22450,0.026921629,833902,1,192350,0.6157,Telecommunication Services,,,,1,7,965722,0.86350109,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Electric Utilities,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,73400,0.028464308,2578668,1,233531,0.6272,Utilities,,,,1,6,2602557,0.99082095,60,Utilities,868.722424,Values0910b,0.202021137,2008
Automotive,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,358806,0.13914393,2578668,1,233531,0.6272,Consumer Discretionary,,,,1,4,2602557,0.99082095,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Telephone Utilities,2008,VA,ANITA,HARTKE,7,ANITA RUTH HARTKE,D,500,0.020930135,23889,0,138123,0.371,Telecommunication Services,,,,0,5,2602557,0.00917905,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Railroads,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,68050,0.026389593,2578668,1,233531,0.6272,Industrials,,,,1,7,2602557,0.99082095,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Tobacco,2008,VA,ANITA,HARTKE,7,ANITA RUTH HARTKE,D,400,0.016744108,23889,0,138123,0.371,Consumer Staples,,,,0,6,2602557,0.00917905,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Oil & Gas,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,59600,0.023112708,2578668,1,233531,0.6272,Energy,,,,1,8,2602557,0.99082095,53,Energy,1891.171767,Values0910b,0.752135392,2008
Misc Business,2008,VA,ANITA,HARTKE,7,ANITA RUTH HARTKE,D,1750,0.073255473,23889,0,138123,0.371,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,3,2602557,0.00917905,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,VA,ANITA,HARTKE,7,ANITA RUTH HARTKE,D,1200,0.050232325,23889,0,138123,0.371,Consumer Discretionary,Industrials,,,0,4,2602557,0.00917905,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Hospitals/Nursing Homes,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,174750,0.067767545,2578668,1,233531,0.6272,Health Care,,,,1,5,2602557,0.99082095,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Commercial Banks,2008,VA,ERIC,CANTOR,7,ERIC CANTOR,R,718140,0.278492617,2578668,1,233531,0.6272,Financials,,,,1,1,2602557,0.99082095,54,Financials,3368.140109,Values0910b,0.507751611,2008
Accountants,2008,VA,MARK,ELLMORE,8,MARK W ELLMORE,R,2500,0.132625995,18850,0,97425,0.2968,Financials,,,,0,3,982608,0.019183642,54,Financials,3368.140109,Values0910b,0.507751611,2008
Air Transport,2008,VA,JIM,MORAN,8,JIM MORAN,D,297200,0.308376169,963758,1,222986,0.6794,Industrials,,,,1,1,982608,0.980816358,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Misc Services,2008,VA,MARK,ELLMORE,8,MARK W ELLMORE,R,1000,0.053050398,18850,0,97425,0.2968,Industrials,,,,0,5,982608,0.019183642,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Oil & Gas,2008,VA,MARK,ELLMORE,8,MARK W ELLMORE,R,250,0.013262599,18850,0,97425,0.2968,Energy,,,,0,6,982608,0.019183642,53,Energy,1891.171767,Values0910b,0.752135392,2008
Automotive,2008,VA,MARK,ELLMORE,8,MARK W ELLMORE,R,2150,0.114058355,18850,0,97425,0.2968,Consumer Discretionary,,,,0,4,982608,0.019183642,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Automotive,2008,VA,JIM,MORAN,8,JIM MORAN,D,202283,0.209889827,963758,1,222986,0.6794,Consumer Discretionary,,,,1,3,982608,0.980816358,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Electronics Mfg & Services,2008,VA,JIM,MORAN,8,JIM MORAN,D,28900,0.029986781,963758,1,222986,0.6794,Information Technology,Consumer Discretionary,,,1,6,982608,0.980816358,57,Information Technology,2198.654219,Values0910b,0.858408164,2008
Accountants,2008,VA,JIM,MORAN,8,JIM MORAN,D,48250,0.050064435,963758,1,222986,0.6794,Financials,,,,1,5,982608,0.980816358,54,Financials,3368.140109,Values0910b,0.507751611,2008
Accountants,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,129750,0.109625406,1183576,1,207306,0.9707,Financials,,,,1,4,1183576,1,54,Financials,3368.140109,Values0910b,0.507751611,2008
Electric Utilities,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,215747,0.182284027,1183576,1,207306,0.9707,Utilities,,,,1,1,1183576,1,60,Utilities,868.722424,Values0910b,0.202021137,2008
Waste Management,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,33200,0.028050586,1183576,1,207306,0.9707,Industrials,,,,1,10,1183576,1,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Computers/Internet,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,184324,0.155734824,1183576,1,207306,0.9707,Consumer Discretionary,Information Technology,,,1,2,1183576,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Energy,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,113300,0.095726848,1183576,1,207306,0.9707,Energy,,,,1,6,1183576,1,53,Energy,1891.171767,Values0910b,0.752135392,2008
Pharmaceuticals/Health Products,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,35750,0.030205073,1183576,1,207306,0.9707,Health Care,,,,1,9,1183576,1,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Chemical & Related Manufacturing,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,123254,0.104136954,1183576,1,207306,0.9707,Materials,,,,1,5,1183576,1,58,Materials,1292.213892,Values0910b,0.55135444,2008
Tobacco,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,32600,0.027543647,1183576,1,207306,0.9707,Consumer Staples,,,,1,11,1183576,1,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Telecom Services & Equipment,2008,VA,RICK,BOUCHER,9,RICK BOUCHER,D,84900,0.071731769,1183576,1,207306,0.9707,Telecommunication Services,,,,1,7,1183576,1,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Commercial Banks,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,147550,0.135053994,1092526,0,1228830,0.3373,Financials,,,,0,3,8869263,0.123181148,54,Financials,3368.140109,Values0910b,0.507751611,2008
Mining,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,30600,0.028008487,1092526,0,1228830,0.3373,Materials,,,,0,5,8869263,0.123181148,58,Materials,1292.213892,Values0910b,0.55135444,2008
Construction Services,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,21000,0.019221511,1092526,0,1228830,0.3373,Industrials,,,,0,9,8869263,0.123181148,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Commercial Banks,2008,VA,MARK,WARNER,S,MARK WARNER,D,1811681,0.233132464,7771037,0,2369327,0.6503,Financials,,,,1,3,8869263,0.876176183,54,Financials,3368.140109,Values0910b,0.507751611,2008
Electronics Mfg & Services,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,23450,0.02146402,1092526,0,1228830,0.3373,Information Technology,Consumer Discretionary,,,0,7,8869263,0.123181148,57,Information Technology,2198.654219,Values0910b,0.858408164,2008
Oil & Gas,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,28650,0.026223632,1092526,0,1228830,0.3373,Energy,,,,0,6,8869263,0.123181148,53,Energy,1891.171767,Values0910b,0.752135392,2008
Hospitals/Nursing Homes,2008,VA,MARK,WARNER,S,MARK WARNER,D,247125,0.031800775,7771037,0,2369327,0.6503,Health Care,,,,1,5,8869263,0.876176183,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Business Services,2008,VA,WILLIAM,REDPATH,S,WILLIAM REDPATH,I,500,0.087719298,5700,0,20269,0.0056,Consumer Discretionary,Industrials,,,0,3,8869263,0.000642669,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Business Services,2008,VA,MARK,WARNER,S,MARK WARNER,D,1080355,0.139023273,7771037,0,2369327,0.6503,Consumer Discretionary,Industrials,,,1,4,8869263,0.876176183,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Pharmaceuticals/Health Products,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,22600,0.020686007,1092526,0,1228830,0.3373,Health Care,,,,0,8,8869263,0.123181148,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Defense Electronics,2008,VA,WILLIAM,REDPATH,S,WILLIAM REDPATH,I,600,0.105263158,5700,0,20269,0.0056,Industrials,,,,0,2,8869263,0.000642669,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Automotive,2008,VA,JIM,GILMORE,S,JIM GILMORE,R,105350,0.096427911,1092526,0,1228830,0.3373,Consumer Discretionary,,,,0,4,8869263,0.123181148,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Telephone Utilities,2008,VT,PETER,WELCH,1,PETER WELCH,D,13700,0.024766078,553176,1,248203,0.8325,Telecommunication Services,,,,1,6,553176,1,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Business Services,2008,VT,PETER,WELCH,1,PETER WELCH,D,43464,0.078571738,553176,1,248203,0.8325,Consumer Discretionary,Industrials,,,1,4,553176,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Finance,2008,VT,PETER,WELCH,1,PETER WELCH,D,48600,0.087856306,553176,1,248203,0.8325,Financials,,,,1,3,553176,1,54,Financials,3368.140109,Values0910b,0.507751611,2008
Casinos/Gambling,2008,WA,LARRY,ISHMAEL,1,LARRY ISHMAEL,R,2250,0.105386417,21350,0,111240,0.3224,Consumer Discretionary,,,,0,3,663558,0.032175032,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Defense Aerospace,2008,WA,JAY,INSLEE,1,JAY INSLEE,D,12750,0.019853381,642208,1,233780,0.6776,Industrials,,,,1,7,663558,0.967824968,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Telecom Services & Equipment,2008,WA,JAY,INSLEE,1,JAY INSLEE,D,49010,0.076314839,642208,1,233780,0.6776,Telecommunication Services,,,,1,5,663558,0.967824968,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Defense Aerospace,2008,WA,LARRY,ISHMAEL,1,LARRY ISHMAEL,R,2000,0.093676815,21350,0,111240,0.3224,Industrials,,,,0,4,663558,0.032175032,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Chemical & Related Manufacturing,2008,WA,LARRY,ISHMAEL,1,LARRY ISHMAEL,R,550,0.025761124,21350,0,111240,0.3224,Materials,,,,0,5,663558,0.032175032,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,WA,JAY,INSLEE,1,JAY INSLEE,D,132579,0.206442461,642208,1,233780,0.6776,Consumer Discretionary,Industrials,,,1,2,663558,0.967824968,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Finance,2008,WA,JAY,INSLEE,1,JAY INSLEE,D,31549,0.049125828,642208,1,233780,0.6776,Financials,,,,1,6,663558,0.967824968,54,Financials,3368.140109,Values0910b,0.507751611,2008
Pharmaceuticals/Health Products,2008,WA,JAY,INSLEE,1,JAY INSLEE,D,71165,0.110813008,642208,1,233780,0.6776,Health Care,,,,1,4,663558,0.967824968,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Hospitals/Nursing Homes,2008,WA,LARRY,ISHMAEL,1,LARRY ISHMAEL,R,200,0.009367681,21350,0,111240,0.3224,Health Care,,,,0,6,663558,0.032175032,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Computers/Internet,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,37244,0.048061611,774922,1,217416,0.6239,Consumer Discretionary,Information Technology,,,1,5,801722,0.966571954,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Food & Beverage,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,27100,0.034971262,774922,1,217416,0.6239,Consumer Staples,,,,1,7,801722,0.966571954,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Air Transport,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,137160,0.176998459,774922,1,217416,0.6239,Industrials,,,,1,3,801722,0.966571954,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Electric Utilities,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,27998,0.036130088,774922,1,217416,0.6239,Utilities,,,,1,6,801722,0.966571954,60,Utilities,868.722424,Values0910b,0.202021137,2008
Misc Manufacturing & Distributing,2008,WA,ROBERT,BART,2,ROBERT RICKY BART,R,500,0.018656716,26800,0,131051,0.3761,Consumer Discretionary,Materials,Consumer Staples,Industrials,0,6,801722,0.033428046,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Oil & Gas,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,20250,0.026131662,774922,1,217416,0.6239,Energy,,,,1,8,801722,0.966571954,53,Energy,1891.171767,Values0910b,0.752135392,2008
Building Materials & Equipment,2008,WA,ROBERT,BART,2,ROBERT RICKY BART,R,1500,0.055970149,26800,0,131051,0.3761,Materials,Industrials,,,0,5,801722,0.033428046,58,Materials,1292.213892,Values0910b,0.55135444,2008
Misc Finance,2008,WA,ROBERT,BART,2,ROBERT RICKY BART,R,2000,0.074626866,26800,0,131051,0.3761,Financials,,,,0,4,801722,0.033428046,54,Financials,3368.140109,Values0910b,0.507751611,2008
Insurance,2008,WA,RICK,LARSEN,2,RICK LARSEN,D,62600,0.080782324,774922,1,217416,0.6239,Financials,,,,1,4,801722,0.966571954,54,Financials,3368.140109,Values0910b,0.507751611,2008
Food & Beverage,2008,WA,ROBERT,BART,2,ROBERT RICKY BART,R,9700,0.361940299,26800,0,131051,0.3761,Consumer Staples,,,,0,2,801722,0.033428046,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Misc Health,2008,WA,MICHAEL,DELAVAR,3,MICHAEL DELAVAR,R,200,0.006991785,28605,0,121828,0.3599,Health Care,,,,0,7,484957,0.058984611,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Business Services,2008,WA,MICHAEL,DELAVAR,3,MICHAEL DELAVAR,R,9385,0.328089495,28605,0,121828,0.3599,Consumer Discretionary,Industrials,,,0,1,484957,0.058984611,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Building Materials & Equipment,2008,WA,BRIAN,BAIRD,3,BRIAN BAIRD,D,47050,0.103100238,456352,1,216701,0.6401,Materials,Industrials,,,1,4,484957,0.941015389,58,Materials,1292.213892,Values0910b,0.55135444,2008
Construction Services,2008,WA,MICHAEL,DELAVAR,3,MICHAEL DELAVAR,R,6620,0.231428072,28605,0,121828,0.3599,Industrials,,,,0,2,484957,0.058984611,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Air Transport,2008,WA,BRIAN,BAIRD,3,BRIAN BAIRD,D,89902,0.197001437,456352,1,216701,0.6401,Industrials,,,,1,2,484957,0.941015389,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Finance/Credit Companies,2008,WA,MICHAEL,DELAVAR,3,MICHAEL DELAVAR,R,1650,0.057682223,28605,0,121828,0.3599,Financials,,,,0,5,484957,0.058984611,54,Financials,3368.140109,Values0910b,0.507751611,2008
Computers/Internet,2008,WA,BRIAN,BAIRD,3,BRIAN BAIRD,D,30450,0.066724809,456352,1,216701,0.6401,Consumer Discretionary,Information Technology,,,1,5,484957,0.941015389,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Business,2008,WA,MICHAEL,DELAVAR,3,MICHAEL DELAVAR,R,3500,0.122356231,28605,0,121828,0.3599,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,4,484957,0.058984611,58,Materials,1292.213892,Values0910b,0.55135444,2008
Securities & Investment,2008,WA,BRIAN,BAIRD,3,BRIAN BAIRD,D,27050,0.05927442,456352,1,216701,0.6401,Financials,,,,1,6,484957,0.941015389,54,Financials,3368.140109,Values0910b,0.507751611,2008
Construction Services,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,36200,0.097249087,372240,1,169940,0.6309,Industrials,,,,1,4,508940,0.731402523,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Building Materials & Equipment,2008,WA,GEORGE,FEARING,4,GEORGE BARR FEARING,D,3725,0.027249451,136700,0,99430,0.3691,Materials,Industrials,,,0,5,508940,0.268597477,58,Materials,1292.213892,Values0910b,0.55135444,2008
Misc Energy,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,24300,0.065280464,372240,1,169940,0.6309,Energy,,,,1,7,508940,0.731402523,53,Energy,1891.171767,Values0910b,0.752135392,2008
Building Materials & Equipment,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,27800,0.074683,372240,1,169940,0.6309,Materials,Industrials,,,1,6,508940,0.731402523,58,Materials,1292.213892,Values0910b,0.55135444,2008
"Beer, Wine & Liquor",2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,92686,0.248995272,372240,1,169940,0.6309,Consumer Staples,,,,1,1,508940,0.731402523,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Commercial Banks,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,29850,0.0801902,372240,1,169940,0.6309,Financials,,,,1,5,508940,0.731402523,54,Financials,3368.140109,Values0910b,0.507751611,2008
Electric Utilities,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,17504,0.047023426,372240,1,169940,0.6309,Utilities,,,,1,8,508940,0.731402523,60,Utilities,868.722424,Values0910b,0.202021137,2008
Accountants,2008,WA,GEORGE,FEARING,4,GEORGE BARR FEARING,D,4500,0.0329188,136700,0,99430,0.3691,Financials,,,,0,4,508940,0.268597477,54,Financials,3368.140109,Values0910b,0.507751611,2008
Oil & Gas,2008,WA,GEORGE,FEARING,4,GEORGE BARR FEARING,D,2000,0.014630578,136700,0,99430,0.3691,Energy,,,,0,6,508940,0.268597477,53,Energy,1891.171767,Values0910b,0.752135392,2008
Telephone Utilities,2008,WA,DOC,HASTINGS,4,DOC HASTINGS,R,9000,0.02417795,372240,1,169940,0.6309,Telecommunication Services,,,,1,9,508940,0.731402523,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Business Services,2008,WA,GEORGE,FEARING,4,GEORGE BARR FEARING,D,15200,0.111192392,136700,0,99430,0.3691,Consumer Discretionary,Industrials,,,0,3,508940,0.268597477,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Oil & Gas,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,22450,0.030433003,737686,1,211305,0.6528,Energy,,,,1,9,799781,0.922359996,53,Energy,1891.171767,Values0910b,0.752135392,2008
Misc Business,2008,WA,MARK,MAYS,5,MARK MAYS,D,900,0.014493921,62095,0,112382,0.3472,Materials,Consumer Discretionary,Consumer Staples,Industrials,0,5,799781,0.077640004,58,Materials,1292.213892,Values0910b,0.55135444,2008
TV/Movies/Music,2008,WA,MARK,MAYS,5,MARK MAYS,D,2270,0.036556889,62095,0,112382,0.3472,Consumer Discretionary,,,,0,3,799781,0.077640004,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Pharmaceuticals/Health Products,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,21500,0.029145192,737686,1,211305,0.6528,Health Care,,,,1,10,799781,0.922359996,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Defense Aerospace,2008,WA,MARK,MAYS,5,MARK MAYS,D,500,0.008052178,62095,0,112382,0.3472,Industrials,,,,0,7,799781,0.077640004,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Telecom Services & Equipment,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,22800,0.030907459,737686,1,211305,0.6528,Telecommunication Services,,,,1,8,799781,0.922359996,59,Telecommunication Services,104.162058,Values0910b,0.486155909,2008
Defense Aerospace,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,20800,0.028196279,737686,1,211305,0.6528,Industrials,,,,1,11,799781,0.922359996,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Electric Utilities,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,35412,0.048004164,737686,1,211305,0.6528,Utilities,,,,1,5,799781,0.922359996,60,Utilities,868.722424,Values0910b,0.202021137,2008
Commercial Banks,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,104100,0.141116952,737686,1,211305,0.6528,Financials,,,,1,3,799781,0.922359996,54,Financials,3368.140109,Values0910b,0.507751611,2008
Insurance,2008,WA,MARK,MAYS,5,MARK MAYS,D,1500,0.024156534,62095,0,112382,0.3472,Financials,,,,0,4,799781,0.077640004,54,Financials,3368.140109,Values0910b,0.507751611,2008
Retail Sales,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,29700,0.040261032,737686,1,211305,0.6528,Consumer Discretionary,,,,1,6,799781,0.922359996,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
"Beer, Wine & Liquor",2008,WA,MARK,MAYS,5,MARK MAYS,D,500,0.008052178,62095,0,112382,0.3472,Consumer Staples,,,,0,6,799781,0.077640004,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Crop Production & Basic Processing,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,28485,0.03861399,737686,1,211305,0.6528,Consumer Staples,,,,1,7,799781,0.922359996,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Building Materials & Equipment,2008,WA,CATHY,RODGERS,5,CATHY MCMORRIS RODGERS,R,102097,0.138401705,737686,1,211305,0.6528,Materials,Industrials,,,1,4,799781,0.922359996,58,Materials,1292.213892,Values0910b,0.55135444,2008
Forestry & Forest Products,2008,WA,NORM,DICKS,6,NORM DICKS,D,33800,0.03944985,856784,1,205991,0.6686,Materials,,,,1,5,856784,1,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,WA,NORM,DICKS,6,NORM DICKS,D,224633,0.2621816,856784,1,205991,0.6686,Consumer Discretionary,Industrials,,,1,2,856784,1,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Air Transport,2008,WA,NORM,DICKS,6,NORM DICKS,D,194600,0.227128424,856784,1,205991,0.6686,Industrials,,,,1,3,856784,1,56,Industrials,2926.302946,Values0910b,0.61094008,2008
"Beer, Wine & Liquor",2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,9500,0.025070527,378931,1,291963,0.8365,Consumer Staples,,,,1,8,387182,0.978689609,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Sea Transport,2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,12200,0.032195835,378931,1,291963,0.8365,Industrials,,,,1,6,387182,0.978689609,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Mining,2008,WA,STEVE,BEREN,7,STEVE BEREN,R,1551,0.187977215,8251,0,57054,0.1635,Materials,,,,0,3,387182,0.021310391,58,Materials,1292.213892,Values0910b,0.55135444,2008
Health Services/HMOs,2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,25750,0.067954324,378931,1,291963,0.8365,Health Care,,,,1,4,387182,0.978689609,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Insurance,2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,23250,0.061356817,378931,1,291963,0.8365,Financials,,,,1,5,387182,0.978689609,54,Financials,3368.140109,Values0910b,0.507751611,2008
Casinos/Gambling,2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,42599,0.112418884,378931,1,291963,0.8365,Consumer Discretionary,,,,1,3,387182,0.978689609,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Business Services,2008,WA,STEVE,BEREN,7,STEVE BEREN,R,200,0.024239486,8251,0,57054,0.1635,Consumer Discretionary,Industrials,,,0,5,387182,0.021310391,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Finance,2008,WA,STEVE,BEREN,7,STEVE BEREN,R,1000,0.121197431,8251,0,57054,0.1635,Financials,,,,0,4,387182,0.021310391,54,Financials,3368.140109,Values0910b,0.507751611,2008
Forestry & Forest Products,2008,WA,JIM,MCDERMOTT,7,JIM MCDERMOTT,D,10000,0.026390029,378931,1,291963,0.8365,Materials,,,,1,7,387182,0.978689609,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,WA,DAVE,REICHERT,8,DAVE REICHERT,R,158200,0.097949075,1615125,1,191568,0.5278,Consumer Discretionary,Industrials,,,1,4,3615296,0.446747652,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Misc Finance,2008,WA,DARCY,BURNER,8,DARCY BURNER,D,105787,0.052888978,2000171,0,171358,0.4722,Financials,,,,0,4,3615296,0.553252348,54,Financials,3368.140109,Values0910b,0.507751611,2008
Air Transport,2008,WA,DAVE,REICHERT,8,DAVE REICHERT,R,62700,0.038820525,1615125,1,191568,0.5278,Industrials,,,,1,6,3615296,0.446747652,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Accountants,2008,WA,DAVE,REICHERT,8,DAVE REICHERT,R,236657,0.146525501,1615125,1,191568,0.5278,Financials,,,,1,3,3615296,0.446747652,54,Financials,3368.140109,Values0910b,0.507751611,2008
Forestry & Forest Products,2008,WA,DAVE,REICHERT,8,DAVE REICHERT,R,79210,0.049042644,1615125,1,191568,0.5278,Materials,,,,1,5,3615296,0.446747652,58,Materials,1292.213892,Values0910b,0.55135444,2008
Business Services,2008,WA,DARCY,BURNER,8,DARCY BURNER,D,355231,0.177600315,2000171,0,171358,0.4722,Consumer Discretionary,Industrials,,,0,2,3615296,0.553252348,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Food & Beverage,2008,WA,DAVE,REICHERT,8,DAVE REICHERT,R,43650,0.027025772,1615125,1,191568,0.5278,Consumer Staples,,,,1,7,3615296,0.446747652,52,Consumer Staples,1276.894906,Values0910b,0.417387672,2008
Business Services,2008,WA,ADAM,SMITH,9,ADAM SMITH,D,57303,0.145799144,393027,1,176295,0.6545,Consumer Discretionary,Industrials,,,1,4,393227,0.999491388,51,Consumer Discretionary,3571.217993,Values0910b,1.331725628,2008
Defense Aerospace,2008,WA,ADAM,SMITH,9,ADAM SMITH,D,36500,0.092868938,393027,1,176295,0.6545,Industrials,,,,1,6,393227,0.999491388,56,Industrials,2926.302946,Values0910b,0.61094008,2008
Accountants,2008,WA,ADAM,SMITH,9,ADAM SMITH,D,74000,0.18828223,393027,1,176295,0.6545,Financials,,,,1,3,393227,0.999491388,54,Financials,3368.140109,Values0910b,0.507751611,2008
Pharmaceuticals/Health Products,2008,WA,ADAM,SMITH,9,ADAM SMITH,D,44856,0.114129564,393027,1,176295,0.6545,Health Care,,,,1,5,393227,0.999491388,55,Health Care,2407.059799,Values0910b,0.536358425,2008
Forestry & Forest Products,2008,WA,ADAM,SMITH,9,ADAM SMITH,D,13000,0.033076608,393027,1,176295,0.6545,Materials,,,,1,7,393227,0.999491388,58,Materials,1292.213892,Values0910b,0.55135444,2008
