KEY,YEAR,STATE,FIRST,LAST,DISTRICT,CANDIDATE,PARTY,INDUSTRYPERCENT,CANDTOTAL,INCUMBENT,VOTES,PERCENT,WINNER,rank 1,rank 2,rank 3,rank 4,rank 5,AMOUNT of 1,AMOUNT of 2,AMOUNT of 3,AMOUNT of 4,AMOUNT of 5
GA|8|AUSTIN|SCOTT|2014,2014,GA,AUSTIN,SCOTT,8,AUSTIN SCOTT,R,0.115094993,606890,1,NA,NA,L,Consumer Staples,Not for profit,Financials,Industrials,Consumer Discretionary,178500,113950,93150,74000,69850
GA|9|DAVID|VOGEL|2014,2014,GA,DAVID,VOGEL,9,DAVID DONALD VOGEL,D,1,3950,0,34866,0.193,L,Not for profit,NULL,NULL,NULL,NULL,3950,0,0,0,0
GA|9|DOUG|COLLINS|2014,2014,GA,DOUG,COLLINS,9,DOUG COLLINS,R,0.2086545,482616,1,145856,0.807,W,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Consumer Staples,119475,100700,86250,64600,42641
GA|10|JODY|HICE|2014,2014,GA,JODY,HICE,10,JODY B HICE,R,0.138919714,482113,0,130572,0.665,W,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Consumer Staples,275078,66975,66410,30700,25150
GA|10|KEN|DIOUS|2014,2014,GA,KEN,DIOUS,10,KEN DIOUS,D,1,2150,0,65676,0.335,L,Not for profit,NULL,NULL,NULL,NULL,2150,0,0,0,0
GA|11|BARRY|LOUDERMILK|2014,2014,GA,BARRY,LOUDERMILK,11,BARRY LOUDERMILK,R,0.045696445,581008,0,NA,NA,L,Not for profit,Not publicly traded,Financials,Industrials,Consumer Discretionary,325885,76310,50385,43150,26550
GA|12|JOHN|BARROW|2014,2014,GA,JOHN,BARROW,12,JOHN BARROW,D,0.029201281,2241340,1,75123,0.452,L,Not for profit,Not publicly traded,Health Care,Financials,Energy,729548,564841,268690,185511,131650
GA|12|RICHARD|ALLEN|2014,2014,GA,RICHARD,ALLEN,12,RICHARD W ALLEN,R,0.047535574,801505,0,90987,0.548,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Consumer Discretionary,349540,183875,120440,48150,38100
GA|13|DAVID|SCOTT|2014,2014,GA,DAVID,SCOTT,13,DAVID SCOTT,D,0.144540171,771059,1,NA,NA,L,Financials,Not for profit,Consumer Staples,Not publicly traded,Utilities,351511,255450,111449,37749,14900
GA|14|TOM|GRAVES|2014,2014,GA,TOM,GRAVES,14,TOM GRAVES,R,0.179249696,534450,1,NA,NA,L,Financials,Consumer Discretionary,Not for profit,Not publicly traded,Consumer Staples,118050,95800,92250,75700,57550
GA|S|AMANDA|SWAFFORD|2014,2014,GA,AMANDA,SWAFFORD,S,AMANDA SWAFFORD,I,0.124694377,10225,0,48930,0.019,L,Not for profit,Industrials,Consumer Discretionary,Not publicly traded,Telecommunication Services,5100,2500,1275,1000,350
GA|S|DAVID|PERDUE|2014,2014,GA,DAVID,PERDUE,S,DAVID PERDUE,R,0.09392628,5541069,0,1355392,0.53,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Consumer Staples,2327491,1341124,682983,520452,383650
GA|S|MICHELLE|NUNN|2014,2014,GA,MICHELLE,NUNN,S,MICHELLE NUNN,D,0.080954108,7666467,0,1154388,0.451,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Consumer Staples,4473716,1737379,735190,620632,99550
HI|1|CHARLES|DJOU|2014,2014,HI,CHARLES,DJOU,1,CHARLES DJOU,R,0.068204041,574746,0,86409,0.481,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Materials,343817,106879,39200,33300,22300
HI|1|MARK|TAKAI|2014,2014,HI,MARK,TAKAI,1,MARK TAKAI,D,0.021574651,931927,0,93331,0.519,W,Not for profit,Not publicly traded,Industrials,Financials,Other,542949,175050,104300,50900,38622
HI|2|TULSI|GABBARD|2014,2014,HI,TULSI,GABBARD,2,TULSI GABBARD,D,0.117520583,812062,1,141978,0.787,W,Not for profit,Not publicly traded,Industrials,Consumer Discretionary,Financials,366672,138542,100002,95434,76757
HI|S|BRIAN|SCHATZ|2014,2014,HI,BRIAN,SCHATZ,S,BRIAN SCHATZ,D,0.079563776,3082546,1,246720,0.698,W,Not publicly traded,Not for profit,Financials,Industrials,Consumer Discretionary,1191731,912263,471118,262175,245259
HI|S|CAM|CAVASSO|2014,2014,HI,CAM,CAVASSO,S,CAM CAVASSO,R,0.042063699,268450,0,97972,0.277,L,Not for profit,Financials,Not publicly traded,Materials,Consumer Discretionary,133646,82526,21500,15410,11292
IA|1|PAT|MURPHY|2014,2014,IA,PAT,MURPHY,1,PAT MURPHY,D,0.024379749,750623,0,140086,0.488,L,Not for profit,Not publicly traded,Consumer Staples,Health Care,Financials,610905,91768,18300,16200,13450
IA|1|ROD|BLUM|2014,2014,IA,ROD,BLUM,1,ROD BLUM,R,0.070471736,507551,0,147153,0.512,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Consumer Discretionary,247067,79737,51999,39680,35768
IA|2|DAVID|LOEBSACK|2014,2014,IA,DAVID,LOEBSACK,2,DAVID LOEBSACK,D,0.018046385,1063925,1,142566,0.525,W,Not for profit,Not publicly traded,Financials,Industrials,Health Care,720675,111050,75100,53700,37700
IA|2|MARIANNETTE|MILLERMEEKS|2014,2014,IA,MARIANNETTE,MILLERMEEKS,2,MARIANNETTE MILLERMEEKS,R,0.107661061,505661,0,129157,0.475,L,Not for profit,Consumer Discretionary,Not publicly traded,Financials,Health Care,349521,54440,33850,22050,16900
IA|3|DAVID|YOUNG|2014,2014,IA,DAVID,YOUNG,3,DAVID YOUNG,R,0.047673177,1020490,0,148652,0.529,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Industrials,500761,217679,150300,48650,22600
IA|3|STACI|APPEL|2014,2014,IA,STACI,APPEL,3,STACI APPEL,D,0.015245487,1298745,0,118938,0.423,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,NULL,1065345,149550,64050,19800,0
IA|4|JIM|MOWRER|2014,2014,IA,JIM,MOWRER,4,JIM MOWRER,D,0.057152998,983308,0,104873,0.383,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,NULL,574276,251175,101658,56199,0
IA|4|STEVEN|KING|2014,2014,IA,STEVEN,KING,4,STEVEN A KING,R,0.042155381,833820,1,169141,0.617,W,Not for profit,Consumer Staples,Financials,Not publicly traded,Consumer Discretionary,378760,188340,58720,56500,35150
IA|S|BRUCE|BRALEY|2014,2014,IA,BRUCE,BRALEY,S,BRUCE BRALEY,D,0.014231764,3840283,0,491708,0.437,L,Not publicly traded,Not for profit,Health Care,Financials,Consumer Discretionary,1820440,1699239,138800,127150,54654
IA|S|JONI|ERNST|2014,2014,IA,JONI,ERNST,S,JONI ERNST,R,0.057375268,5434223,0,586921,0.522,W,Not for profit,Financials,Not publicly traded,Materials,Consumer Staples,2366097,1134929,493287,474757,373215
ID|1|RAUL|LABRADOR|2014,2014,ID,RAUL,LABRADOR,1,RAUL LABRADOR,R,0.050134006,317150,1,143558,0.65,W,Not publicly traded,Not for profit,Financials,Consumer Staples,Information Technology,87050,60750,48600,46600,18400
ID|1|SHIRLEY|RINGO|2014,2014,ID,SHIRLEY,RINGO,1,SHIRLEY RINGO,D,0.013146132,76068,0,77352,0.35,L,Not for profit,Not publicly traded,Health Care,Consumer Discretionary,Financials,65650,5118,2300,1000,750
ID|2|MIKE|SIMPSON|2014,2014,ID,MIKE,SIMPSON,2,MIKE SIMPSON,R,0.042219562,1499305,1,131465,0.614,W,Not publicly traded,Not for profit,Consumer Staples,Utilities,Materials,367135,360484,186550,157044,104142
ID|2|RICHARD|STALLINGS|2014,2014,ID,RICHARD,STALLINGS,2,RICHARD STALLINGS,D,0.010461893,38234,0,82728,0.386,L,Not for profit,Financials,Not publicly traded,Information Technology,Consumer Staples,30734,3200,2900,750,400
ID|S|JAMES|RISCH|2014,2014,ID,JAMES,RISCH,S,JAMES E RISCH,R,0.068525471,1352052,1,285322,0.653,W,Not for profit,Financials,Energy,Not publicly traded,Materials,417747,259550,164700,151990,116750
ID|S|NELS|MITCHELL|2014,2014,ID,NELS,MITCHELL,S,NELS MITCHELL,D,0.013766417,134385,0,151697,0.347,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,74075,52960,4750,1850,500
IL|1|BOBBY|RUSH|2014,2014,IL,BOBBY,RUSH,1,BOBBY L RUSH,D,0.058157812,318100,1,151566,0.722,W,Not for profit,Telecommunication Services,Utilities,Not publicly traded,Consumer Staples,94500,53000,42500,31100,24500
IL|2|ERIC|WALLACE|2014,2014,IL,ERIC,WALLACE,2,ERIC M WALLACE,R,0.045335026,11029,0,43039,0.22,L,Materials,Not for profit,Consumer Discretionary,Not publicly traded,NULL,6600,3429,500,500,0
IL|2|ROBIN|KELLY|2014,2014,IL,ROBIN,KELLY,2,ROBIN KELLY,D,0.028768601,582232,1,152905,0.78,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Consumer Discretionary,344400,81357,60800,31700,16750
IL|3|DANIEL|LIPINSKI|2014,2014,IL,DANIEL,LIPINSKI,3,DANIEL LIPINSKI,D,0.019738271,557293,1,113059,0.643,W,Not for profit,Industrials,Not publicly traded,Consumer Staples,Materials,187934,182330,78680,63849,33500
IL|3|SHARON|BRANNIGAN|2014,2014,IL,SHARON,BRANNIGAN,3,SHARON BRANNIGAN,R,1,300,0,62664,0.357,L,Materials,NULL,NULL,NULL,NULL,300,0,0,0,0
IL|4|LUIS|GUTIERREZ|2014,2014,IL,LUIS,GUTIERREZ,4,LUIS V GUTIERREZ,D,0.08703585,202790,1,75344,0.779,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Health Care,72500,39440,32950,17650,12500
IL|5|MIKE|QUIGLEY|2014,2014,IL,MIKE,QUIGLEY,5,MIKE QUIGLEY,D,0.090576039,567479,1,109796,0.631,W,Not publicly traded,Financials,Not for profit,Industrials,Consumer Discretionary,148307,132050,126885,71087,51400
IL|5|VINCENT|KOLBER|2014,2014,IL,VINCENT,KOLBER,5,VINCENT A KOLBER,R,0.078449469,54175,0,53580,0.308,L,Not for profit,Financials,Not publicly traded,Consumer Staples,Consumer Discretionary,19050,16675,6250,6200,4250
IL|6|PETER|ROSKAM|2014,2014,IL,PETER,ROSKAM,6,PETER ROSKAM,R,0.087484442,2126721,1,153410,0.672,W,Financials,Not for profit,Health Care,Not publicly traded,Consumer Discretionary,713499,370552,282510,265495,186055
IL|7|DANNY|DAVIS|2014,2014,IL,DANNY,DAVIS,7,DANNY K DAVIS,D,0.029761905,386400,1,145749,0.85,W,Not for profit,Financials,Consumer Staples,Health Care,Not publicly traded,115000,75750,52000,50850,33300
IL|8|LAWRENCE|KAIFESH|2014,2014,IL,LAWRENCE,KAIFESH,8,LAWRENCE JOSEPH KAIFESH,R,0.227744926,175196,0,63997,0.446,L,Not for profit,Consumer Discretionary,Financials,Not publicly traded,Industrials,71134,39900,22199,15125,13038
IL|8|TAMMY|DUCKWORTH|2014,2014,IL,TAMMY,DUCKWORTH,8,TAMMY DUCKWORTH,D,0.058249215,1305597,1,79651,0.554,W,Not for profit,Not publicly traded,Financials,Health Care,Industrials,658406,223167,146606,82270,81748
IL|9|JAN|SCHAKOWSKY|2014,2014,IL,JAN,SCHAKOWSKY,9,JAN SCHAKOWSKY,D,0.051297504,836298,1,134070,0.657,W,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Health Care,561479,178575,42900,39150,14194
IL|10|BOB|DOLD|2014,2014,IL,BOB,DOLD,10,BOB DOLD,R,0.077367867,2459070,0,93984,0.516,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Health Care,909974,669640,391453,190253,110000
IL|10|BRAD|SCHNEIDER|2014,2014,IL,BRAD,SCHNEIDER,10,BRAD SCHNEIDER,D,0.06548222,2506711,1,88010,0.484,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Health Care,1378376,547026,341764,164145,75400
IL|11|BILL|FOSTER|2014,2014,IL,BILL,FOSTER,11,BILL FOSTER,D,0.024379878,1717605,1,87790,0.532,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Information Technology,965789,350600,288351,41875,39240
IL|11|DARLENE|SENGER|2014,2014,IL,DARLENE,SENGER,11,DARLENE SENGER,R,0.109152861,425550,0,77310,0.468,L,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Materials,228800,60650,47550,46450,16050
IL|12|MIKE|BOST|2014,2014,IL,MIKE,BOST,12,MIKE BOST,R,0.046674625,714521,0,106435,0.527,W,Not for profit,Financials,Consumer Staples,Not publicly traded,Materials,407182,70700,67364,55875,41000
IL|12|WILLIAM|ENYART|2014,2014,IL,WILLIAM,ENYART,12,WILLIAM ENYART,D,0.049550791,1230051,1,84136,0.416,L,Not for profit,Not publicly traded,Financials,Consumer Staples,Industrials,707259,317494,77850,60950,44498
IL|13|ANN|CALLIS|2014,2014,IL,ANN,CALLIS,13,ANN CALLIS,D,0.034138681,1146793,0,86126,0.413,L,Not for profit,Not publicly traded,Financials,NULL,NULL,676733,430910,39150,0,0
IL|13|RODNEY|DAVIS|2014,2014,IL,RODNEY,DAVIS,13,RODNEY DAVIS,R,0.031902627,1869752,1,122661,0.587,W,Not for profit,Consumer Staples,Financials,Not publicly traded,Materials,617636,309000,294337,282931,102812
IL|14|DENNIS|ANDERSON|2014,2014,IL,DENNIS,ANDERSON,14,DENNIS ANDERSON,D,0.387337058,26850,0,75229,0.344,L,Not for profit,Consumer Discretionary,NULL,NULL,NULL,16450,10400,0,0,0
IL|14|RANDY|HULTGREN|2014,2014,IL,RANDY,HULTGREN,14,RANDY HULTGREN,R,0.024467662,827623,1,143354,0.656,W,Financials,Not for profit,Not publicly traded,Consumer Staples,Industrials,425670,161788,77307,43858,32500
IL|15|ERIC|THORSLAND|2014,2014,IL,ERIC,THORSLAND,15,ERIC THORSLAND,D,0.179487179,3900,0,55314,0.25,L,Not for profit,Consumer Staples,Not publicly traded,Materials,NULL,2750,700,250,200,0
IL|15|JOHN|SHIMKUS|2014,2014,IL,JOHN,SHIMKUS,15,JOHN M SHIMKUS,R,0.107223352,1397606,1,165824,0.75,W,Not for profit,Health Care,Energy,Not publicly traded,Consumer Discretionary,232450,197700,171700,154200,149856
IL|16|ADAM|KINZINGER|2014,2014,IL,ADAM,KINZINGER,16,ADAM KINZINGER,R,0.108383537,1136704,1,151464,0.707,W,Not for profit,Financials,Not publicly traded,Consumer Discretionary,Energy,275963,145272,140720,123200,116450
IL|16|RANDALL|OLSEN|2014,2014,IL,RANDALL,OLSEN,16,RANDALL OLSEN,D,0.065155807,3530,0,62695,0.293,L,Not for profit,Materials,NULL,NULL,NULL,3300,230,0,0,0
IL|17|BOBBY|SCHILLING|2014,2014,IL,BOBBY,SCHILLING,17,BOBBY SCHILLING,R,0.098143298,685732,0,88004,0.448,L,Not for profit,Consumer Discretionary,Not publicly traded,Consumer Staples,Financials,424407,67300,52375,49300,30650
IL|17|CHERI|BUSTOS|2014,2014,IL,CHERI,BUSTOS,17,CHERI BUSTOS,D,0.06385871,1661042,1,108229,0.552,W,Not for profit,Not publicly traded,Financials,Consumer Staples,Industrials,1036468,281407,123297,106072,72048
IL|18|AARON|SCHOCK|2014,2014,IL,AARON,SCHOCK,18,AARON SCHOCK,R,0.127570734,1604600,1,182696,0.748,W,Financials,Not for profit,Consumer Discretionary,Not publicly traded,Health Care,563260,321170,204700,176020,167800
IL|18|DARREL|MILLER|2014,2014,IL,DARREL,MILLER,18,DARREL MILLER,D,0.82010582,9450,0,61652,0.252,L,Not for profit,Not publicly traded,NULL,NULL,NULL,7750,1700,0,0,0
IL|S|DICK|DURBIN|2014,2014,IL,DICK,DURBIN,S,DICK DURBIN,D,0.088166827,4789307,1,1850862,0.531,W,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Industrials,1883335,1178340,535259,422258,407948
IL|S|JAMES|OBERWEIS|2014,2014,IL,JAMES,OBERWEIS,S,JAMES D OBERWEIS,R,0.072018935,395035,0,1503942,0.431,L,Not for profit,Not publicly traded,Financials,Consumer Staples,Consumer Discretionary,130735,84750,59250,42300,28450
IL|S|SHARON|HANSEN|2014,2014,IL,SHARON,HANSEN,S,SHARON HANSEN,I,1,400,0,130762,0.038,L,Financials,NULL,NULL,NULL,NULL,400,0,0,0,0
IN|1|MARK|LEYVA|2014,2014,IN,MARK,LEYVA,1,MARK J LEYVA,R,0.545454545,1100,0,51034,0.359,L,Industrials,Not for profit,NULL,NULL,NULL,600,500,0,0,0
IN|1|PETE|VISCLOSKY|2014,2014,IN,PETE,VISCLOSKY,1,PETE VISCLOSKY,D,0.07866633,688986,1,86572,0.608,W,Not for profit,Industrials,Not publicly traded,Consumer Discretionary,Utilities,232592,200900,95544,54200,51750
IN|2|JACKIE|WALORSKI|2014,2014,IN,JACKIE,WALORSKI,2,JACKIE WALORSKI,R,0.136753783,1095392,1,85119,0.589,W,Not for profit,Consumer Discretionary,Financials,Industrials,Not publicly traded,448005,149799,116472,107750,78659
IN|2|JOE|BOCK|2014,2014,IN,JOE,BOCK,2,JOE BOCK,D,0.04531314,459028,0,55331,0.383,L,Not for profit,Not publicly traded,Consumer Discretionary,Health Care,Industrials,347060,66518,20800,13450,7150
IN|3|MARLIN|STUTZMAN|2014,2014,IN,MARLIN,STUTZMAN,3,MARLIN STUTZMAN,R,0.09188621,876138,1,102565,0.692,W,Financials,Not for profit,Not publicly traded,Consumer Discretionary,Consumer Staples,373450,153658,114925,80505,64300
IN|4|JOHN|DALE|2014,2014,IN,JOHN,DALE,4,JOHN DALE,D,0.015503876,19350,0,47025,0.331,L,Not for profit,Materials,Not publicly traded,Consumer Discretionary,NULL,17800,750,500,300,0
IN|4|TODD|ROKITA|2014,2014,IN,TODD,ROKITA,4,TODD ROKITA,R,0.104079956,768121,1,94919,0.669,W,Not publicly traded,Not for profit,Materials,Financials,Consumer Discretionary,187417,134958,87050,80950,79946
IN|5|JOHN|KROM|2014,2014,IN,JOHN,KROM,5,JOHN KROM,I,1,3399,0,6406,0.04,L,Not for profit,NULL,NULL,NULL,NULL,3399,0,0,0,0
IN|5|SHAWN|DENNEY|2014,2014,IN,SHAWN,DENNEY,5,SHAWN DENNEY,D,1,500,0,49705,0.308,L,Not for profit,NULL,NULL,NULL,NULL,500,0,0,0,0
IN|5|SUSAN|BROOKS|2014,2014,IN,SUSAN,BROOKS,5,SUSAN BROOKS,R,0.081769144,863333,1,105238,0.652,W,Not for profit,Not publicly traded,Financials,Health Care,Consumer Discretionary,221224,202275,178400,72900,70594
IN|6|LUKE|MESSER|2014,2014,IN,LUKE,MESSER,6,LUKE MESSER,R,0.111856598,773991,1,101006,0.659,W,Financials,Not publicly traded,Not for profit,Consumer Discretionary,Materials,237000,160320,122970,86576,45900
IN|6|SUSAN|HEITZMAN|2014,2014,IN,SUSAN,HEITZMAN,6,SUSAN HALL HEITZMAN,D,1,300,0,45062,0.294,L,Not for profit,NULL,NULL,NULL,NULL,300,0,0,0,0
IN|7|ANDRE|CARSON|2014,2014,IN,ANDRE,CARSON,7,ANDRE CARSON,D,0.046644831,690323,1,60870,0.547,W,Not for profit,Industrials,Not publicly traded,Health Care,Financials,292880,167921,148672,48650,32200
IN|8|ANDY|HORNING|2014,2014,IN,ANDY,HORNING,8,ANDY HORNING,I,0.333333333,750,0,6580,0.038,L,Not for profit,Information Technology,NULL,NULL,NULL,500,250,0,0,0
IN|8|LARRY|BUCSHON|2014,2014,IN,LARRY,BUCSHON,8,LARRY BUCSHON,R,0.08634558,719203,1,103234,0.603,W,Not for profit,Materials,Not publicly traded,Industrials,Consumer Discretionary,207478,149950,105720,83555,62100
IN|8|TOM|SPANGLER|2014,2014,IN,TOM,SPANGLER,8,TOM SPANGLER,D,0.9875,20000,0,61309,0.358,L,Not for profit,Not publicly traded,NULL,NULL,NULL,19750,250,0,0,0
IN|9|BILL|BAILEY|2014,2014,IN,BILL,BAILEY,9,BILL BAILEY,D,0.033184026,31702,0,52659,0.333,L,Not for profit,Not publicly traded,Consumer Discretionary,Other,Industrials,23339,5511,1052,1000,500
IN|9|TODD|YOUNG|2014,2014,IN,TODD,YOUNG,9,TODD YOUNG,R,0.073594013,1313952,1,99810,0.631,W,Not for profit,Financials,Not publicly traded,Health Care,Consumer Staples,281949,268750,254204,175650,105550
KS|1|JIM|SHEROW|2014,2014,KS,JIM,SHEROW,1,JIM SHEROW,D,0.050254854,69844,0,63577,0.325,L,Not for profit,Not publicly traded,Consumer Staples,Financials,Health Care,34634,11100,6250,4250,3850
KS|1|TIM|HUELSKAMP|2014,2014,KS,TIM,HUELSKAMP,1,TIM HUELSKAMP,R,0.120345515,400098,1,132140,0.675,W,Not for profit,Energy,Consumer Discretionary,Consumer Staples,Not publicly traded,117425,66250,48150,43675,40400
KS|2|LYNN|JENKINS|2014,2014,KS,LYNN,JENKINS,2,LYNN JENKINS,R,0.057496168,1651397,1,126627,0.572,W,Not for profit,Financials,Not publicly traded,Energy,Industrials,457606,406700,276694,145000,127498
KS|2|MARGIE|WAKEFIELD|2014,2014,KS,MARGIE,WAKEFIELD,2,MARGIE WAKEFIELD,D,0.033072094,377176,0,85076,0.385,L,Not for profit,Not publicly traded,Consumer Discretionary,Materials,Information Technology,290842,48750,12474,8050,5550
KS|3|KELLY|KULTALA|2014,2014,KS,KELLY,KULTALA,3,KELLY KULTALA,D,0.029738372,142913,0,87781,0.398,L,Not for profit,Not publicly traded,Financials,Consumer Discretionary,Materials,102198,22015,8650,4250,2500
KS|3|KEVIN|YODER|2014,2014,KS,KEVIN,YODER,3,KEVIN YODER,R,0.073653876,1303000,1,132501,0.602,W,Financials,Not publicly traded,Not for profit,Industrials,Consumer Staples,408169,259642,194969,140199,135600
KS|4|MIKE|POMPEO|2014,2014,KS,MIKE,POMPEO,4,MIKE POMPEO,R,0.060642194,1566566,1,135993,0.668,W,Energy,Not for profit,Not publicly traded,Financials,Utilities,396250,362789,155677,121350,104250
KS|4|PERRY|SCHUCKMAN|2014,2014,KS,PERRY,SCHUCKMAN,4,PERRY SCHUCKMAN,D,0.333333333,3000,0,67643,0.332,L,Not for profit,Energy,Health Care,NULL,NULL,1650,1000,350,0,0
KS|S|GREG|ORMAN|2014,2014,KS,GREG,ORMAN,S,GREG ORMAN,I,0.144023405,929710,0,358898,0.425,L,Not publicly traded,Not for profit,Financials,Consumer Discretionary,Materials,246050,240974,193600,133900,42150
KS|S|PAT|ROBERTS|2014,2014,KS,PAT,ROBERTS,S,PAT ROBERTS,R,0.025556874,4756059,1,449974,0.533,W,Not for profit,Financials,Not publicly traded,Consumer Staples,Health Care,1230612,833700,726538,707260,616299
KY|1|ED|WHITFIELD|2014,2014,KY,ED,WHITFIELD,1,ED WHITFIELD,R,0.041752877,1263386,1,173020,0.731,W,Utilities,Not for profit,Energy,Not publicly traded,Materials,215950,215150,196500,138301,123350
KY|2|BRETT|GUTHRIE|2014,2014,KY,BRETT,GUTHRIE,2,BRETT GUTHRIE,R,0.10531739,1164575,1,156936,0.692,W,Not for profit,Health Care,Consumer Discretionary,Financials,Telecommunication Services,285680,231832,122650,118150,98000
KY|2|RON|LEACH|2014,2014,KY,RON,LEACH,2,RON LEACH,D,0.016988697,44147,0,69898,0.308,L,Not for profit,Industrials,Other,Consumer Staples,Information Technology,33528,3000,2869,1250,1250
KY|3|JOHN|YARMUTH|2014,2014,KY,JOHN,YARMUTH,3,JOHN A YARMUTH,D,0.085228181,563194,1,157056,0.635,W,Not for profit,Consumer Staples,Not publicly traded,Consumer Discretionary,Financials,278750,70994,57850,48000,36100
KY|3|MICHAEL|MACFARLANE|2014,2014,KY,MICHAEL,MACFARLANE,3,MICHAEL MACFARLANE,R,0.016172071,123670,0,87981,0.356,L,Not for profit,Not publicly traded,Materials,Financials,Consumer Staples,78750,11270,8250,8100,6200
KY|4|THOMAS|MASSIE|2014,2014,KY,THOMAS,MASSIE,4,THOMAS MASSIE,R,0.08,366250,1,150464,0.677,W,Industrials,Not for profit,Financials,Consumer Discretionary,Not publicly traded,96276,89924,35950,29300,28450
KY|5|HAL|ROGERS|2014,2014,KY,HAL,ROGERS,5,HAL ROGERS,R,0.028411681,844723,1,171080,0.782,W,Industrials,Not publicly traded,Not for profit,Materials,Consumer Staples,314050,132793,128680,82100,62700
KY|6|ANDY|BARR|2014,2014,KY,ANDY,BARR,6,ANDY BARR,R,0.06663074,1740563,1,147404,0.6,W,Financials,Not for profit,Not publicly traded,Materials,Consumer Staples,576792,395131,265115,216460,133540
KY|6|ELISABETH|JENSEN|2014,2014,KY,ELISABETH,JENSEN,6,ELISABETH JENSEN,D,0.013797888,394988,0,98429,0.4,L,Not for profit,Not publicly traded,Consumer Staples,Financials,Consumer Discretionary,270339,85900,17549,15750,5450
KY|S|ALISON|GRIMES|2014,2014,KY,ALISON,GRIMES,S,ALISON GRIMES,D,0.171479218,5805479,0,584699,0.407,L,Not for profit,Not publicly traded,Consumer Discretionary,Financials,Information Technology,2903410,1456869,995519,372707,76974
KY|S|MITCH|MCCONNELL|2014,2014,KY,MITCH,MCCONNELL,S,MITCH MCCONNELL,R,0.048618108,14807343,1,806795,0.562,W,Financials,Not for profit,Not publicly traded,Health Care,Energy,4824881,3207232,2609499,1647569,1049308
LA|1|STEVE|SCALISE|2014,2014,LA,STEVE,SCALISE,1,STEVE SCALISE,R,0.054667715,1662773,1,188455,0.775,W,Not publicly traded,Financials,Energy,Health Care,Industrials,294750,293100,254174,150200,147649
LA|2|CEDRIC|RICHMOND|2014,2014,LA,CEDRIC,RICHMOND,2,CEDRIC RICHMOND,D,0.074282974,767336,1,152103,0.687,W,Not for profit,Not publicly traded,Consumer Staples,Industrials,Consumer Discretionary,185621,182567,67798,65400,57000
LA|3|CHARLES|BOUSTANY|2014,2014,LA,CHARLES,BOUSTANY,3,CHARLES W BOUSTANY JR,R,0.025216959,1437485,1,185835,0.787,W,Financials,Not for profit,Energy,Not publicly traded,Health Care,348297,273192,229600,198097,190890
LA|4|JOHN|FLEMING|2014,2014,LA,JOHN,FLEMING,4,JOHN FLEMING,R,0.029605856,932248,1,152670,0.734,W,Not for profit,Energy,Not publicly traded,Financials,Consumer Staples,274977,194850,117650,105921,72450
LA|5|CLYDE|HOLLOWAY|2014,2014,LA,CLYDE,HOLLOWAY,5,CLYDE C HOLLOWAY,R,0.031727582,168623,0,17875,0.075,L,Not publicly traded,Not for profit,Telecommunication Services,Utilities,Energy,46176,25405,23800,23492,12000
LA|5|ED|TARPLEY|2014,2014,LA,ED,TARPLEY,5,ED TARPLEY,R,0.011681151,42804,0,4593,0.019,L,Not for profit,Materials,Health Care,Not publicly traded,Consumer Staples,14094,10560,8900,5750,1500
LA|5|HARRIS|BROWN|2014,2014,LA,HARRIS,BROWN,5,HARRIS BROWN,R,0.115905904,160475,0,9890,0.041,L,Not for profit,Not publicly traded,Consumer Discretionary,Energy,Financials,40850,32550,18600,17400,16200
LA|5|JAMIE|MAYO|2014,2014,LA,JAMIE,MAYO,5,JAMIE MAYO,D,0.040444894,98900,0,67610,0.282,W,Not for profit,Not publicly traded,Industrials,Consumer Staples,Consumer Discretionary,38000,32850,12000,5900,4000
LA|5|RALPH|ABRAHAM|2014,2014,LA,RALPH,ABRAHAM,5,RALPH ABRAHAM,R,0.052477565,481158,0,55487,0.232,L,Not for profit,Consumer Staples,Not publicly traded,Health Care,Energy,212955,88750,38850,29850,26003
LA|5|VANCE|MCALLISTER|2014,2014,LA,VANCE,MCALLISTER,5,VANCE MCALLISTER,R,0.01974053,253286,1,26605,0.111,L,Not for profit,Consumer Staples,Not publicly traded,Energy,Information Technology,102599,62599,36288,23600,7000
